63
0.072472 0.154966
0.068605 0.151457
0.052205 0.184192
0.055729 0.172559
0.058412 0.160857
0.061305 0.157431
0.071643 0.189825
0.049649 0.151354
0.055139 0.154774
0.048584 0.155294
0.066570 0.162905
0.066348 0.202831
0.050753 0.151481
0.052652 0.150720
0.053300 0.144626
0.058950 0.148231
0.054661 0.151236
0.067928 0.163377
0.060309 0.239270
0.049996 0.149292
0.047584 0.139925
0.060950 0.142516
0.049454 0.137273
0.052438 0.141365
0.053660 0.146355
0.063612 0.175228
0.040180 0.160702
0.044665 0.145576
0.049765 0.134047
0.053451 0.130025
0.050617 0.138013
0.051366 0.130449
0.058012 0.140255
0.051674 0.151136
0.058502 0.171886
0.046706 0.144826
0.044623 0.130389
0.044069 0.123883
0.043444 0.125271
0.047719 0.134070
0.044195 0.136418
0.059190 0.146505
0.054077 0.152695
0.058765 0.192771
0.046944 0.136215
0.042541 0.123446
0.047955 0.126146
0.048232 0.127173
0.053323 0.128033
0.047089 0.137995
0.053728 0.154981
0.041953 0.128355
0.041400 0.123795
0.045765 0.120282
0.046136 0.125489
0.048981 0.131508
0.044539 0.121736
0.047935 0.114970
0.044735 0.115082
0.041169 0.128231
0.041422 0.122712
0.047348 0.135299
0.029613 0.145862
3 4 0.583153
3 5 0.625065
3 6 0.627617
3 7 0.585315
3 8 0.587026
3 9 0.608701
3 10 0.597670
3 11 0.593289
3 12 0.564451
3 13 0.582763
3 14 0.615134
3 15 0.626602
3 16 0.604891
3 17 0.627640
3 18 0.611507
3 19 0.489655
3 20 0.585057
3 21 0.604466
3 22 0.624772
3 23 0.629748
3 24 0.621701
3 25 0.597835
3 26 0.591550
3 27 0.527641
3 28 0.580051
3 29 0.602207
3 30 0.623395
3 31 0.587857
3 32 0.625002
3 33 0.600090
3 34 0.590291
3 35 0.548381
3 36 0.561830
3 37 0.595812
3 38 0.608122
3 39 0.612285
3 40 0.606560
3 41 0.612444
3 42 0.558394
3 43 0.580289
3 44 0.523103
3 45 0.548479
3 46 0.598968
3 47 0.596401
3 48 0.603042
3 49 0.583628
3 50 0.576764
3 51 0.555292
3 52 0.568644
3 53 0.591273
3 54 0.597817
3 55 0.572755
3 56 0.552022
3 57 0.528595
3 58 0.547653
3 59 0.533497
3 60 0.527562
3 61 0.532265
3 62 0.524686
3 63 0.531036
4 4 1.000000
4 5 0.636823
4 6 0.652714
4 7 0.600203
4 8 0.620011
4 9 0.630519
4 10 0.635240
4 11 0.611324
4 12 0.593429
4 13 0.578533
4 14 0.624276
4 15 0.633277
4 16 0.607237
4 17 0.654058
4 18 0.628519
4 19 0.506446
4 20 0.597102
4 21 0.622139
4 22 0.641770
4 23 0.641186
4 24 0.630074
4 25 0.620596
4 26 0.602187
4 27 0.533639
4 28 0.591048
4 29 0.601806
4 30 0.623036
4 31 0.611473
4 32 0.638101
4 33 0.615291
4 34 0.599273
4 35 0.576753
4 36 0.564766
4 37 0.606692
4 38 0.607893
4 39 0.623375
4 40 0.621618
4 41 0.615013
4 42 0.594257
4 43 0.595175
4 44 0.519647
4 45 0.554653
4 46 0.609058
4 47 0.602128
4 48 0.615960
4 49 0.595681
4 50 0.587719
4 51 0.577050
4 52 0.567813
4 53 0.604127
4 54 0.606725
4 55 0.573836
4 56 0.570950
4 57 0.530493
4 58 0.550820
4 59 0.542628
4 60 0.544787
4 61 0.541873
4 62 0.526620
4 63 0.528606
5 5 1.000000
5 6 0.719883
5 7 0.654215
5 8 0.667017
5 9 0.695284
5 10 0.701155
5 11 0.668511
5 12 0.639694
5 13 0.615259
5 14 0.673784
5 15 0.690554
5 16 0.665900
5 17 0.707558
5 18 0.674172
5 19 0.564262
5 20 0.636070
5 21 0.658549
5 22 0.691534
5 23 0.690670
5 24 0.684172
5 25 0.679687
5 26 0.645383
5 27 0.558083
5 28 0.617962
5 29 0.653842
5 30 0.676020
5 31 0.659336
5 32 0.691919
5 33 0.668697
5 34 0.662657
5 35 0.618767
5 36 0.595963
5 37 0.635493
5 38 0.657967
5 39 0.685111
5 40 0.660731
5 41 0.674531
5 42 0.622299
5 43 0.648537
5 44 0.568741
5 45 0.584861
5 46 0.641602
5 47 0.644932
5 48 0.658725
5 49 0.642276
5 50 0.632172
5 51 0.615495
5 52 0.599315
5 53 0.640492
5 54 0.647598
5 55 0.621736
5 56 0.617331
5 57 0.556736
5 58 0.578386
5 59 0.570630
5 60 0.581832
5 61 0.580591
5 62 0.562697
5 63 0.571624
6 6 1.000000
6 7 0.691776
6 8 0.686953
6 9 0.715281
6 10 0.724141
6 11 0.698590
6 12 0.666243
6 13 0.639740
6 14 0.700610
6 15 0.708618
6 16 0.683577
6 17 0.727821
6 18 0.710800
6 19 0.570398
6 20 0.655236
6 21 0.681859
6 22 0.695119
6 23 0.714128
6 24 0.718033
6 25 0.705723
6 26 0.665589
6 27 0.571542
6 28 0.641222
6 29 0.670711
6 30 0.697033
6 31 0.677915
6 32 0.707322
6 33 0.695619
6 34 0.684293
6 35 0.637421
6 36 0.616247
6 37 0.659448
6 38 0.673749
6 39 0.703848
6 40 0.691147
6 41 0.699509
6 42 0.655393
6 43 0.667998
6 44 0.596800
6 45 0.608762
6 46 0.666967
6 47 0.669610
6 48 0.677926
6 49 0.660119
6 50 0.660467
6 51 0.641677
6 52 0.622507
6 53 0.658379
6 54 0.668863
6 55 0.642397
6 56 0.639457
6 57 0.581596
6 58 0.605273
6 59 0.598606
6 60 0.601393
6 61 0.614187
6 62 0.588472
6 63 0.597136
7 7 1.000000
7 8 0.623703
7 9 0.659044
7 10 0.650030
7 11 0.643821
7 12 0.651459
7 13 0.591924
7 14 0.640916
7 15 0.639824
7 16 0.621931
7 17 0.670807
7 18 0.659315
7 19 0.572453
7 20 0.606970
7 21 0.626111
7 22 0.646121
7 23 0.657187
7 24 0.649368
7 25 0.649672
7 26 0.625560
7 27 0.526587
7 28 0.587044
7 29 0.610071
7 30 0.633334
7 31 0.615494
7 32 0.657671
7 33 0.639705
7 34 0.630081
7 35 0.605337
7 36 0.568198
7 37 0.600238
7 38 0.619796
7 39 0.650563
7 40 0.628325
7 41 0.646838
7 42 0.589111
7 43 0.620145
7 44 0.544665
7 45 0.552586
7 46 0.607427
7 47 0.606885
7 48 0.616104
7 49 0.613980
7 50 0.604065
7 51 0.588441
7 52 0.568847
7 53 0.606813
7 54 0.609365
7 55 0.592626
7 56 0.582102
7 57 0.528627
7 58 0.550308
7 59 0.549736
7 60 0.547993
7 61 0.563210
7 62 0.540115
7 63 0.554784
8 8 1.000000
8 9 0.672029
8 10 0.669614
8 11 0.640426
8 12 0.601925
8 13 0.641004
8 14 0.676360
8 15 0.671590
8 16 0.655667
8 17 0.682167
8 18 0.653567
8 19 0.529650
8 20 0.661302
8 21 0.683763
8 22 0.692986
8 23 0.691044
8 24 0.677907
8 25 0.665911
8 26 0.612978
8 27 0.597712
8 28 0.654693
8 29 0.672995
8 30 0.686841
8 31 0.646506
8 32 0.680985
8 33 0.664397
8 34 0.645977
8 35 0.598421
8 36 0.633693
8 37 0.668703
8 38 0.665370
8 39 0.685024
8 40 0.661439
8 41 0.669862
8 42 0.627811
8 43 0.627155
8 44 0.535666
8 45 0.633859
8 46 0.665617
8 47 0.661391
8 48 0.668930
8 49 0.654671
8 50 0.628278
8 51 0.590611
8 52 0.640958
8 53 0.668593
8 54 0.661766
8 55 0.628744
8 56 0.611252
8 57 0.592864
8 58 0.605636
8 59 0.586747
8 60 0.579695
8 61 0.584659
8 62 0.562075
8 63 0.559593
9 9 1.000000
9 10 0.702203
9 11 0.686255
9 12 0.649778
9 13 0.643662
9 14 0.687563
9 15 0.717160
9 16 0.689189
9 17 0.723798
9 18 0.685344
9 19 0.555392
9 20 0.653630
9 21 0.673891
9 22 0.706489
9 23 0.711057
9 24 0.700360
9 25 0.697382
9 26 0.657306
9 27 0.567437
9 28 0.641207
9 29 0.663577
9 30 0.693396
9 31 0.690128
9 32 0.717750
9 33 0.708228
9 34 0.690460
9 35 0.647019
9 36 0.620670
9 37 0.671925
9 38 0.677859
9 39 0.710703
9 40 0.689740
9 41 0.704767
9 42 0.650853
9 43 0.674651
9 44 0.608093
9 45 0.612174
9 46 0.667851
9 47 0.671766
9 48 0.694313
9 49 0.671659
9 50 0.667486
9 51 0.644436
9 52 0.628112
9 53 0.674821
9 54 0.676569
9 55 0.654544
9 56 0.658491
9 57 0.599062
9 58 0.613683
9 59 0.607342
9 60 0.631112
9 61 0.626036
9 62 0.607552
9 63 0.609390
10 10 1.000000
10 11 0.682516
10 12 0.644716
10 13 0.633285
10 14 0.683676
10 15 0.701465
10 16 0.680643
10 17 0.714013
10 18 0.696250
10 19 0.554312
10 20 0.654456
10 21 0.672715
10 22 0.697955
10 23 0.712637
10 24 0.701194
10 25 0.698792
10 26 0.663907
10 27 0.568668
10 28 0.637818
10 29 0.668514
10 30 0.700983
10 31 0.679853
10 32 0.705421
10 33 0.704201
10 34 0.680416
10 35 0.635810
10 36 0.619926
10 37 0.662059
10 38 0.671727
10 39 0.700873
10 40 0.690705
10 41 0.693401
10 42 0.648077
10 43 0.665787
10 44 0.592296
10 45 0.616310
10 46 0.670441
10 47 0.667002
10 48 0.685444
10 49 0.665467
10 50 0.664389
10 51 0.636776
10 52 0.625872
10 53 0.665742
10 54 0.671712
10 55 0.646010
10 56 0.644958
10 57 0.591869
10 58 0.612225
10 59 0.603703
10 60 0.612582
10 61 0.618383
10 62 0.599316
10 63 0.604020
11 11 1.000000
11 12 0.631227
11 13 0.602264
11 14 0.659967
11 15 0.677740
11 16 0.658673
11 17 0.697512
11 18 0.686008
11 19 0.551931
11 20 0.631188
11 21 0.646543
11 22 0.679776
11 23 0.689747
11 24 0.669664
11 25 0.672161
11 26 0.647159
11 27 0.560394
11 28 0.611383
11 29 0.647545
11 30 0.672652
11 31 0.658376
11 32 0.683531
11 33 0.668836
11 34 0.670529
11 35 0.635171
11 36 0.600062
11 37 0.634640
11 38 0.646083
11 39 0.678562
11 40 0.663872
11 41 0.674942
11 42 0.629849
11 43 0.650260
11 44 0.576122
11 45 0.582854
11 46 0.642194
11 47 0.649825
11 48 0.658417
11 49 0.647859
11 50 0.648871
11 51 0.617090
11 52 0.598812
11 53 0.641843
11 54 0.647541
11 55 0.629556
11 56 0.613999
11 57 0.563236
11 58 0.588033
11 59 0.574601
11 60 0.590710
11 61 0.587916
11 62 0.574224
11 63 0.581991
12 12 1.000000
12 13 0.582938
12 14 0.636541
12 15 0.648369
12 16 0.620591
12 17 0.674560
12 18 0.652204
12 19 0.577604
12 20 0.611020
12 21 0.621351
12 22 0.652686
12 23 0.661724
12 24 0.659727
12 25 0.653798
12 26 0.643459
12 27 0.535067
12 28 0.604104
12 29 0.613835
12 30 0.642859
12 31 0.636580
12 32 0.662627
12 33 0.648460
12 34 0.650367
12 35 0.627147
12 36 0.582516
12 37 0.624941
12 38 0.629805
12 39 0.659721
12 40 0.657905
12 41 0.664051
12 42 0.605721
12 43 0.630648
12 44 0.602688
12 45 0.568187
12 46 0.627820
12 47 0.631892
12 48 0.640159
12 49 0.634098
12 50 0.632634
12 51 0.624640
12 52 0.588823
12 53 0.632989
12 54 0.637168
12 55 0.625982
12 56 0.617714
12 57 0.563964
12 58 0.583989
12 59 0.577202
12 60 0.586712
12 61 0.587715
12 62 0.579358
12 63 0.593962
13 13 1.000000
13 14 0.656097
13 15 0.644545
13 16 0.621914
13 17 0.651204
13 18 0.621048
13 19 0.486372
13 20 0.659993
13 21 0.673644
13 22 0.681919
13 23 0.681178
13 24 0.646993
13 25 0.630625
13 26 0.600552
13 27 0.614276
13 28 0.656345
13 29 0.670747
13 30 0.676754
13 31 0.630407
13 32 0.657425
13 33 0.626326
13 34 0.616735
13 35 0.566724
13 36 0.655582
13 37 0.685021
13 38 0.678403
13 39 0.684178
13 40 0.648188
13 41 0.657092
13 42 0.588749
13 43 0.608609
13 44 0.525027
13 45 0.655100
13 46 0.676864
13 47 0.659617
13 48 0.676765
13 49 0.636594
13 50 0.617643
13 51 0.570481
13 52 0.669418
13 53 0.675273
13 54 0.655905
13 55 0.619741
13 56 0.593079
13 57 0.621523
13 58 0.623934
13 59 0.611388
13 60 0.579677
13 61 0.581551
13 62 0.553282
13 63 0.550621
14 14 1.000000
14 15 0.701376
14 16 0.671018
14 17 0.716313
14 18 0.683222
14 19 0.545253
14 20 0.668323
14 21 0.683434
14 22 0.711378
14 23 0.721462
14 24 0.700919
14 25 0.686904
14 26 0.649715
14 27 0.609223
14 28 0.672340
14 29 0.681252
14 30 0.708908
14 31 0.686383
14 32 0.712391
14 33 0.687266
14 34 0.682395
14 35 0.621162
14 36 0.643912
14 37 0.683585
14 38 0.693502
14 39 0.709944
14 40 0.693334
14 41 0.702962
14 42 0.650024
14 43 0.656403
14 44 0.580743
14 45 0.643410
14 46 0.689003
14 47 0.685447
14 48 0.702741
14 49 0.680509
14 50 0.660912
14 51 0.624642
14 52 0.660930
14 53 0.691896
14 54 0.686480
14 55 0.660536
14 56 0.644477
14 57 0.621030
14 58 0.637027
14 59 0.619070
14 60 0.615015
14 61 0.620347
14 62 0.595788
14 63 0.592176
15 15 1.000000
15 16 0.691984
15 17 0.725330
15 18 0.686736
15 19 0.575515
15 20 0.683776
15 21 0.702948
15 22 0.723197
15 23 0.726499
15 24 0.705671
15 25 0.706803
15 26 0.667190
15 27 0.602613
15 28 0.671050
15 29 0.697308
15 30 0.720544
15 31 0.698151
15 32 0.723414
15 33 0.713443
15 34 0.702121
15 35 0.648018
15 36 0.648882
15 37 0.698843
15 38 0.709223
15 39 0.721878
15 40 0.719318
15 41 0.715717
15 42 0.660202
15 43 0.685871
15 44 0.615172
15 45 0.659587
15 46 0.705355
15 47 0.706973
15 48 0.718129
15 49 0.698442
15 50 0.688407
15 51 0.658384
15 52 0.671015
15 53 0.710383
15 54 0.707998
15 55 0.679402
15 56 0.672267
15 57 0.636763
15 58 0.650443
15 59 0.639305
15 60 0.636443
15 61 0.639772
15 62 0.630630
15 63 0.625477
16 16 1.000000
16 17 0.700206
16 18 0.664744
16 19 0.538947
16 20 0.659601
16 21 0.658927
16 22 0.681837
16 23 0.697451
16 24 0.689763
16 25 0.686568
16 26 0.648143
16 27 0.569198
16 28 0.631703
16 29 0.654970
16 30 0.697134
16 31 0.673850
16 32 0.698426
16 33 0.689727
16 34 0.669869
16 35 0.619437
16 36 0.629066
16 37 0.672594
16 38 0.676509
16 39 0.702210
16 40 0.688963
16 41 0.687058
16 42 0.639739
16 43 0.667962
16 44 0.580830
16 45 0.629548
16 46 0.681564
16 47 0.671962
16 48 0.692835
16 49 0.680345
16 50 0.662670
16 51 0.632768
16 52 0.640288
16 53 0.671193
16 54 0.689847
16 55 0.649317
16 56 0.640794
16 57 0.615830
16 58 0.631254
16 59 0.614898
16 60 0.627010
16 61 0.623312
16 62 0.606957
16 63 0.606109
17 17 1.000000
17 18 0.725230
17 19 0.582198
17 20 0.675046
17 21 0.691116
17 22 0.723970
17 23 0.735937
17 24 0.731596
17 25 0.733327
17 26 0.691175
17 27 0.586083
17 28 0.668559
17 29 0.684867
17 30 0.723619
17 31 0.717296
17 32 0.743956
17 33 0.718979
17 34 0.730906
17 35 0.676935
17 36 0.641456
17 37 0.687690
17 38 0.699939
17 39 0.737218
17 40 0.726699
17 41 0.732219
17 42 0.683741
17 43 0.700746
17 44 0.634883
17 45 0.646346
17 46 0.696295
17 47 0.705879
17 48 0.721273
17 49 0.703650
17 50 0.705446
17 51 0.684310
17 52 0.655299
17 53 0.698100
17 54 0.710035
17 55 0.682771
17 56 0.685387
17 57 0.626283
17 58 0.646881
17 59 0.639159
17 60 0.652975
17 61 0.655290
17 62 0.646458
17 63 0.642994
18 18 1.000000
18 19 0.573502
18 20 0.649783
18 21 0.667205
18 22 0.699793
18 23 0.712403
18 24 0.703283
18 25 0.697329
18 26 0.666078
18 27 0.578317
18 28 0.635538
18 29 0.667849
18 30 0.700491
18 31 0.679797
18 32 0.717828
18 33 0.700916
18 34 0.698551
18 35 0.662855
18 36 0.619623
18 37 0.663815
18 38 0.677827
18 39 0.704332
18 40 0.692972
18 41 0.699209
18 42 0.657978
18 43 0.676465
18 44 0.614422
18 45 0.621311
18 46 0.680115
18 47 0.674181
18 48 0.690140
18 49 0.673306
18 50 0.669364
18 51 0.657130
18 52 0.638672
18 53 0.672551
18 54 0.682632
18 55 0.661131
18 56 0.651337
18 57 0.604630
18 58 0.628483
18 59 0.620166
18 60 0.623481
18 61 0.634820
18 62 0.618347
18 63 0.625018
19 19 1.000000
19 20 0.507893
19 21 0.527003
19 22 0.544973
19 23 0.565726
19 24 0.563526
19 25 0.563982
19 26 0.549470
19 27 0.451198
19 28 0.518516
19 29 0.522157
19 30 0.553152
19 31 0.544779
19 32 0.562159
19 33 0.557384
19 34 0.565305
19 35 0.547986
19 36 0.493186
19 37 0.531026
19 38 0.542322
19 39 0.576395
19 40 0.560059
19 41 0.579871
19 42 0.525847
19 43 0.554756
19 44 0.520816
19 45 0.502156
19 46 0.542011
19 47 0.541109
19 48 0.556925
19 49 0.553200
19 50 0.550444
19 51 0.553325
19 52 0.508161
19 53 0.547797
19 54 0.551433
19 55 0.541827
19 56 0.528206
19 57 0.483375
19 58 0.496292
19 59 0.497320
19 60 0.512265
19 61 0.519344
19 62 0.511846
19 63 0.525607
20 20 1.000000
20 21 0.722477
20 22 0.725483
20 23 0.713100
20 24 0.683264
20 25 0.670567
20 26 0.625673
20 27 0.672504
20 28 0.700945
20 29 0.703504
20 30 0.720581
20 31 0.686566
20 32 0.714694
20 33 0.675987
20 34 0.667953
20 35 0.612766
20 36 0.720708
20 37 0.732231
20 38 0.722652
20 39 0.731474
20 40 0.708866
20 41 0.699083
20 42 0.638184
20 43 0.664001
20 44 0.582895
20 45 0.727413
20 46 0.744551
20 47 0.718437
20 48 0.720510
20 49 0.703287
20 50 0.675251
20 51 0.626433
20 52 0.740923
20 53 0.742492
20 54 0.717874
20 55 0.682458
20 56 0.661471
20 57 0.690046
20 58 0.683919
20 59 0.659114
20 60 0.650183
20 61 0.639102
20 62 0.612886
20 63 0.602285
21 21 1.000000
21 22 0.737103
21 23 0.726718
21 24 0.697578
21 25 0.688885
21 26 0.630885
21 27 0.673191
21 28 0.717856
21 29 0.730045
21 30 0.735796
21 31 0.693801
21 32 0.715716
21 33 0.687191
21 34 0.666871
21 35 0.626613
21 36 0.714605
21 37 0.742705
21 38 0.726745
21 39 0.739355
21 40 0.711450
21 41 0.716389
21 42 0.655354
21 43 0.658304
21 44 0.570822
21 45 0.722137
21 46 0.750521
21 47 0.729412
21 48 0.728504
21 49 0.697353
21 50 0.677441
21 51 0.634698
21 52 0.735595
21 53 0.749194
21 54 0.721944
21 55 0.694164
21 56 0.665445
21 57 0.682241
21 58 0.682922
21 59 0.669930
21 60 0.644594
21 61 0.643738
21 62 0.616402
21 63 0.608450
22 22 1.000000
22 23 0.750574
22 24 0.727281
22 25 0.705817
22 26 0.671675
22 27 0.659734
22 28 0.716824
22 29 0.730552
22 30 0.751849
22 31 0.718078
22 32 0.745608
22 33 0.717447
22 34 0.697600
22 35 0.653206
22 36 0.709504
22 37 0.738749
22 38 0.735405
22 39 0.758752
22 40 0.734698
22 41 0.736845
22 42 0.682385
22 43 0.695705
22 44 0.614544
22 45 0.709505
22 46 0.755582
22 47 0.745835
22 48 0.751079
22 49 0.727556
22 50 0.705126
22 51 0.661393
22 52 0.730815
22 53 0.754579
22 54 0.745117
22 55 0.708483
22 56 0.692258
22 57 0.689663
22 58 0.702850
22 59 0.684615
22 60 0.671994
22 61 0.670767
22 62 0.642310
22 63 0.637946
23 23 1.000000
23 24 0.740660
23 25 0.718633
23 26 0.671529
23 27 0.630360
23 28 0.700658
23 29 0.726637
23 30 0.758728
23 31 0.732230
23 32 0.762884
23 33 0.726614
23 34 0.714153
23 35 0.673717
23 36 0.686160
23 37 0.730092
23 38 0.744619
23 39 0.760507
23 40 0.740377
23 41 0.743815
23 42 0.692589
23 43 0.699148
23 44 0.625810
23 45 0.692901
23 46 0.744371
23 47 0.735421
23 48 0.745750
23 49 0.733496
23 50 0.714004
23 51 0.674759
23 52 0.712319
23 53 0.751120
23 54 0.745765
23 55 0.718985
23 56 0.704108
23 57 0.680830
23 58 0.702416
23 59 0.684256
23 60 0.675687
23 61 0.676918
23 62 0.654719
23 63 0.652819
24 24 1.000000
24 25 0.719244
24 26 0.680153
24 27 0.600886
24 28 0.675147
24 29 0.696937
24 30 0.730800
24 31 0.719988
24 32 0.744644
24 33 0.734430
24 34 0.722708
24 35 0.671302
24 36 0.660554
24 37 0.703945
24 38 0.717612
24 39 0.747243
24 40 0.735749
24 41 0.748609
24 42 0.695994
24 43 0.705161
24 44 0.640912
24 45 0.666262
24 46 0.722387
24 47 0.719168
24 48 0.732799
24 49 0.717414
24 50 0.722716
24 51 0.684145
24 52 0.682554
24 53 0.720864
24 54 0.732773
24 55 0.708671
24 56 0.702834
24 57 0.658820
24 58 0.679686
24 59 0.666733
24 60 0.677472
24 61 0.681195
24 62 0.666594
24 63 0.661424
25 25 1.000000
25 26 0.676739
25 27 0.585426
25 28 0.652511
25 29 0.675129
25 30 0.711588
25 31 0.700951
25 32 0.740250
25 33 0.724545
25 34 0.717647
25 35 0.664590
25 36 0.642365
25 37 0.692071
25 38 0.689504
25 39 0.733416
25 40 0.726043
25 41 0.732345
25 42 0.684008
25 43 0.696790
25 44 0.635196
25 45 0.647876
25 46 0.701080
25 47 0.704615
25 48 0.726226
25 49 0.706995
25 50 0.707842
25 51 0.671864
25 52 0.664845
25 53 0.703289
25 54 0.713020
25 55 0.697531
25 56 0.687277
25 57 0.632790
25 58 0.651962
25 59 0.642748
25 60 0.659594
25 61 0.661891
25 62 0.644387
25 63 0.646334
26 26 1.000000
26 27 0.527747
26 28 0.606096
26 29 0.645834
26 30 0.678490
26 31 0.652189
26 32 0.686039
26 33 0.680170
26 34 0.684556
26 35 0.641054
26 36 0.601292
26 37 0.654243
26 38 0.661828
26 39 0.691901
26 40 0.683091
26 41 0.697458
26 42 0.636865
26 43 0.668982
26 44 0.609683
26 45 0.597669
26 46 0.660021
26 47 0.663615
26 48 0.673607
26 49 0.668171
26 50 0.658739
26 51 0.639737
26 52 0.611388
26 53 0.654463
26 54 0.673971
26 55 0.639447
26 56 0.639763
26 57 0.589329
26 58 0.616826
26 59 0.607288
26 60 0.612375
26 61 0.622004
26 62 0.607615
26 63 0.610988
27 27 1.000000
27 28 0.681786
27 29 0.661630
27 30 0.660391
27 31 0.608459
27 32 0.630255
27 33 0.589009
27 34 0.575156
27 35 0.526974
27 36 0.715671
27 37 0.690550
27 38 0.669504
27 39 0.652758
27 40 0.621058
27 41 0.616344
27 42 0.554109
27 43 0.573026
27 44 0.484872
27 45 0.721418
27 46 0.710096
27 47 0.659822
27 48 0.655674
27 49 0.616735
27 50 0.586285
27 51 0.539849
27 52 0.728730
27 53 0.689669
27 54 0.652538
27 55 0.605405
27 56 0.583744
27 57 0.668300
27 58 0.645375
27 59 0.624156
27 60 0.577893
27 61 0.580485
27 62 0.533373
27 63 0.522643
28 28 1.000000
28 29 0.716985
28 30 0.721802
28 31 0.676103
28 32 0.701670
28 33 0.677185
28 34 0.649997
28 35 0.599946
28 36 0.734166
28 37 0.739474
28 38 0.733092
28 39 0.731981
28 40 0.698358
28 41 0.697833
28 42 0.642779
28 43 0.647727
28 44 0.562773
28 45 0.746554
28 46 0.758762
28 47 0.729865
28 48 0.726910
28 49 0.686811
28 50 0.667312
28 51 0.615438
28 52 0.759466
28 53 0.755583
28 54 0.732633
28 55 0.689577
28 56 0.666682
28 57 0.717058
28 58 0.704030
28 59 0.675962
28 60 0.655782
28 61 0.649620
28 62 0.616338
28 63 0.600028
29 29 1.000000
29 30 0.742070
29 31 0.700066
29 32 0.724517
29 33 0.696917
29 34 0.683104
29 35 0.625418
29 36 0.723057
29 37 0.750907
29 38 0.742768
29 39 0.751887
29 40 0.718958
29 41 0.723806
29 42 0.650301
29 43 0.680384
29 44 0.590626
29 45 0.728688
29 46 0.761517
29 47 0.746445
29 48 0.740756
29 49 0.710051
29 50 0.688533
29 51 0.636055
29 52 0.747794
29 53 0.763019
29 54 0.737680
29 55 0.707799
29 56 0.683684
29 57 0.699673
