32
0.205144 0.772060
0.286244 0.657628
0.127536 0.668900
0.236507 0.762359
0.459330 0.674189
0.418014 0.628036
0.421268 0.603876
0.468541 0.677196
0.511770 0.664889
0.570455 0.630412
0.543995 0.621566
0.562512 0.652893
0.767416 0.732101
0.593134 0.640025
0.683971 0.639228
0.812464 0.698528
0.246651 0.678133
0.152201 0.632006
0.139569 0.623827
0.210335 0.652599
0.307464 0.601740
0.335718 0.551422
0.323301 0.546154
0.356699 0.596741
0.350670 0.578861
0.507201 0.545149
0.502225 0.542696
0.457057 0.613131
0.614665 0.654996
0.550072 0.598592
0.520191 0.621479
0.674378 0.642816
5 22 0.809499
5 23 0.752927
5 24 0.667235
5 25 0.833760
5 26 0.821400
5 27 0.793386
5 28 0.742157
5 29 0.842399
5 30 0.821174
5 31 0.797113
5 32 0.779831
6 6 1.000000
6 7 0.959634
6 8 0.942910
6 9 0.953241
6 10 0.957748
6 11 0.958410
6 12 0.935475
6 13 0.904828
6 14 0.933536
6 15 0.925618
6 16 0.899342
6 17 0.771281
6 18 0.778215
6 19 0.710784
6 20 0.739157
6 21 0.828351
6 22 0.810497
6 23 0.754475
6 24 0.680288
6 25 0.830729
6 26 0.834053
6 27 0.792943
6 28 0.746126
6 29 0.825208
6 30 0.823301
6 31 0.787698
6 32 0.769428
7 7 1.000000
7 8 0.953899
7 9 0.940237
7 10 0.951627
7 11 0.968880
7 12 0.948049
7 13 0.898506
7 14 0.925585
7 15 0.925601
7 16 0.897127
7 17 0.778258
7 18 0.785175
7 19 0.740106
7 20 0.749870
7 21 0.822672
7 22 0.833732
7 23 0.788159
7 24 0.699016
7 25 0.818067
7 26 0.845671
7 27 0.821922
7 28 0.764391
7 29 0.826768
7 30 0.822778
7 31 0.809108
7 32 0.783201
8 8 1.000000
8 9 0.922400
8 10 0.927270
8 11 0.948087
8 12 0.950259
8 13 0.887393
8 14 0.911222
8 15 0.915967
8 16 0.902960
8 17 0.764228
8 18 0.771072
8 19 0.710505
8 20 0.762923
8 21 0.803565
8 22 0.808157
8 23 0.776850
8 24 0.696508
8 25 0.799296
8 26 0.817911
8 27 0.812376
8 28 0.771850
8 29 0.806856
8 30 0.815825
8 31 0.792685
8 32 0.785950
9 9 1.000000
9 10 0.963747
9 11 0.956382
9 12 0.936334
9 13 0.944318
9 14 0.952798
9 15 0.940584
9 16 0.919636
9 17 0.763131
9 18 0.750263
9 19 0.683608
9 20 0.691570
9 21 0.815148
9 22 0.801636
9 23 0.748182
9 24 0.659217
9 25 0.843131
9 26 0.828554
9 27 0.788503
9 28 0.748932
9 29 0.851951
9 30 0.840773
9 31 0.808224
9 32 0.795651
10 10 1.000000
10 11 0.967581
10 12 0.942247
10 13 0.934335
10 14 0.959107
10 15 0.948589
10 16 0.913412
10 17 0.771007
10 18 0.760706
10 19 0.675234
10 20 0.709436
10 21 0.817084
10 22 0.802429
10 23 0.743216
10 24 0.657929
10 25 0.834248
10 26 0.826900
10 27 0.782586
10 28 0.742369
10 29 0.842040
10 30 0.842303
10 31 0.810852
10 32 0.786246
11 11 1.000000
11 12 0.952902
11 13 0.929255
11 14 0.955391
11 15 0.954614
11 16 0.921910
11 17 0.753779
11 18 0.761145
11 19 0.692563
11 20 0.704808
11 21 0.818556
11 22 0.810546
11 23 0.771731
11 24 0.680333
11 25 0.830751
11 26 0.843107
11 27 0.812177
11 28 0.763155
11 29 0.842993
11 30 0.842960
11 31 0.823982
11 32 0.796856
12 12 1.000000
12 13 0.919914
12 14 0.938378
12 15 0.931693
12 16 0.928508
12 17 0.757386
12 18 0.756861
12 19 0.704216
12 20 0.728837
12 21 0.815242
12 22 0.820385
12 23 0.793323
12 24 0.699783
12 25 0.820122
12 26 0.821183
12 27 0.815040
12 28 0.773030
12 29 0.830187
12 30 0.834171
12 31 0.818084
12 32 0.804748
13 13 1.000000
13 14 0.951592
13 15 0.940762
13 16 0.922327
13 17 0.717239
13 18 0.712207
13 19 0.637599
13 20 0.650647
13 21 0.771004
13 22 0.761265
13 23 0.728436
13 24 0.631185
13 25 0.816760
13 26 0.801025
13 27 0.774467
13 28 0.744698
13 29 0.859161
13 30 0.827901
13 31 0.816639
13 32 0.813862
14 14 1.000000
14 15 0.961069
14 16 0.933808
14 17 0.729096
14 18 0.718249
14 19 0.652767
14 20 0.679564
14 21 0.796799
14 22 0.775513
14 23 0.732145
14 24 0.647261
14 25 0.813421
14 26 0.808747
14 27 0.779725
14 28 0.744270
14 29 0.843553
14 30 0.848146
14 31 0.815740
14 32 0.802478
15 15 1.000000
15 16 0.936843
15 17 0.713879
15 18 0.709922
15 19 0.655479
15 20 0.673328
15 21 0.771408
15 22 0.767685
15 23 0.729983
15 24 0.650390
15 25 0.804403
15 26 0.802039
15 27 0.790059
15 28 0.743717
15 29 0.838335
15 30 0.841048
15 31 0.814290
15 32 0.805710
16 16 1.000000
16 17 0.696447
16 18 0.686307
16 19 0.652469
16 20 0.675592
16 21 0.770894
16 22 0.760977
16 23 0.739722
16 24 0.668201
16 25 0.791387
16 26 0.790026
16 27 0.785729
16 28 0.764719
16 29 0.822617
16 30 0.831583
16 31 0.810512
16 32 0.807283
17 17 1.000000
17 18 0.844590
17 19 0.757034
17 20 0.767915
17 21 0.827345
17 22 0.809334
17 23 0.741751
17 24 0.687667
17 25 0.791833
17 26 0.766861
17 27 0.744582
17 28 0.716603
17 29 0.749863
17 30 0.721408
17 31 0.710948
17 32 0.681855
18 18 1.000000
18 19 0.786442
18 20 0.774423
18 21 0.824354
18 22 0.847031
18 23 0.798502
18 24 0.700960
18 25 0.800053
18 26 0.795477
18 27 0.799839
18 28 0.724969
18 29 0.737623
18 30 0.728758
18 31 0.746328
18 32 0.699658
19 19 1.000000
19 20 0.844363
19 21 0.758993
19 22 0.821699
19 23 0.821416
19 24 0.798351
19 25 0.740818
19 26 0.732971
19 27 0.760508
19 28 0.748823
19 29 0.695474
19 30 0.688872
19 31 0.696276
19 32 0.661791
20 20 1.000000
20 21 0.773781
20 22 0.810168
20 23 0.787008
20 24 0.806257
20 25 0.726797
20 26 0.744547
20 27 0.764151
20 28 0.745155
20 29 0.693613
20 30 0.717692
20 31 0.692913
20 32 0.686939
21 21 1.000000
21 22 0.844809
21 23 0.819474
21 24 0.748068
21 25 0.866561
21 26 0.846396
21 27 0.812243
21 28 0.758489
21 29 0.800329
21 30 0.791909
21 31 0.784927
21 32 0.762178
22 22 1.000000
22 23 0.871429
22 24 0.791676
22 25 0.847729
22 26 0.861856
22 27 0.865038
22 28 0.805853
22 29 0.827901
22 30 0.818510
22 31 0.815932
22 32 0.776973
23 23 1.000000
23 24 0.833824
23 25 0.804352
23 26 0.824819
23 27 0.849383
23 28 0.816894
23 29 0.781087
23 30 0.786806
23 31 0.796452
23 32 0.791651
24 24 1.000000
24 25 0.724598
24 26 0.738921
24 27 0.786667
24 28 0.786396
24 29 0.707110
24 30 0.695574
24 31 0.720348
24 32 0.705519
25 25 1.000000
25 26 0.887043
25 27 0.822485
25 28 0.772254
25 29 0.879929
25 30 0.847655
25 31 0.836914
25 32 0.825607
26 26 1.000000
26 27 0.868519
26 28 0.795948
26 29 0.876292
26 30 0.873039
26 31 0.855966
26 32 0.813132
27 27 1.000000
27 28 0.864229
27 29 0.839914
27 30 0.844040
27 31 0.854314
27 32 0.823154
28 28 1.000000
28 29 0.794387
28 30 0.791699
28 31 0.822503
28 32 0.801574
29 29 1.000000
29 30 0.893143
29 31 0.873794
29 32 0.844748
30 30 1.000000
30 31 0.913170
30 32 0.875430
31 31 1.000000
31 32 0.880287
32 32 1.000000
